facility_ID,facility_name,address,city,state,zip,county,hospital_type,hospital_ownership,hosp_overall_rating,census_region,census_division,median_age,per_white_non_hisp,med_inc_15plus_12mo,per_below_poverty,per_college_grad_deg_25_plus,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,PSI_03,PSI_04,PSI_06,PSI_08,PSI_09,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,29.6,48.3,23861,27.4,47.5,2.2,,,8.1,12.2,15,14.3,0.87,,0.17,0.06,2.04,1.42,2.56,4.28,3.28,0.74,0.86,0.94
330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,"2233 STATE ROUTE 86, PO BOX 471",SARANAC LAKE,NY,12983,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Other,3,Northeast,Middle Atlantic,45.3,89.7,35655,15,39.7,2.3,,,9,14.5,15.9,,0.17,,0.18,0.06,2.86,0.83,7.24,3.93,3.41,0.78,1.29,0.96
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,Acute Care Hospitals,Government - Local,1,Northeast,Middle Atlantic,33.7,4.4,21303,34.6,20,,,,8.7,10.9,16.7,16.5,0.12,,0.18,0.07,2.51,0.88,8.82,3.6,4.62,0.78,0.97,1.02
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Other,4,Northeast,Middle Atlantic,37.6,77.9,27384,19.7,17.7,,,,8,15,16,,0.38,,0.18,0.07,2.38,,,3.34,,,1.03,0.98
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,31.4,85.2,21081,16.5,37.7,2,,,9.2,13.3,16.6,12.4,2.08,,0.18,0.17,2.36,0.91,5.8,3.26,3.99,1.1,1.01,1.09
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,39.6,7.3,31049,19.5,20.5,,,,,11,16.5,,0.31,,0.18,0.07,2.38,,,3.36,,,1.02,0.97
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,42.1,86.3,34766,14.8,43.1,1.9,13.3,2.6,9.1,14.8,16.6,12.8,3.29,150.65,0.16,0.06,2.14,0.85,7.92,2.66,3.58,0.77,0.92,1.26
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,45.5,74.7,30703,14.9,27.4,2.6,,,7.5,15.6,18.3,14.2,2.2,,0.17,0.06,2.25,0.88,7.22,6.05,3.73,0.76,0.93,1.3
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,50.5,97.1,25977,14.3,23.9,,,,8.9,8.7,18.3,,0.3,,0.22,0.07,2.62,0.92,6.17,3.33,4.84,,1.03,1.02
330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,230 SECOND AVE,NEW YORK,NY,10003,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,31.9,68,70548,8.9,81.2,,,,,,,,,,,,,,,,,,,
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,37.4,74,99406,6,83,2.5,9.6,1.7,6.6,7.6,11.7,9.9,0.81,145.21,0.08,0.01,1.9,0.5,8.78,3.16,2.17,0.63,0.32,0.84
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,Acute Care Hospitals,Voluntary non-profit - Church,3,Northeast,Middle Atlantic,44.7,86.5,37894,9,39,1.8,11.8,,8.7,15.3,17.1,12.8,0.14,,0.18,0.15,2.23,0.88,3.8,2.79,3.63,0.76,0.93,0.81
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,Acute Care Hospitals,Proprietary,1,Northeast,Middle Atlantic,42.4,90.8,27369,20.6,25.1,2.3,13.8,,7.6,12.6,16.4,16,0.1,,0.17,0.06,2.25,0.87,6.81,2.88,4.61,0.77,1.33,0.92
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,Acute Care Hospitals,Voluntary non-profit - Other,2,Northeast,Middle Atlantic,39.4,55.5,42283,5.6,61.2,2.1,12.1,,10.2,10.6,16.1,10.4,1.03,140.52,0.16,0.12,2.85,0.88,4.06,3.17,3.66,0.73,0.85,0.98
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,47.3,73.1,82296,3.1,76.8,2,11.8,2,6.5,8.5,13.1,11.8,0.42,136.89,0.1,0.02,2.58,0.49,7.06,3.58,1.8,0.49,1.41,0.76
330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,44.4,56.6,32513,11.7,21,1.5,11.5,,9.2,10.3,17,13.5,0.05,152.32,0.16,0.05,2.02,0.81,4.24,2.68,4.36,0.73,1.15,0.78
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,Acute Care Hospitals,Voluntary non-profit - Church,2,Northeast,Middle Atlantic,41.3,96.4,35314,10.6,27,,,,,14,17.4,,0.51,,0.19,0.07,,,,,,,,1
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,Acute Care Hospitals,Voluntary non-profit - Other,4,Northeast,Middle Atlantic,44.6,92.4,33238,9.6,25.2,,,,7.8,12.5,24.5,,0.24,,0.18,0.07,2.54,0.89,4.71,4.05,4.51,0.75,0.94,0.98
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,42.4,80.9,79224,5.3,80.5,2.5,11.5,1.9,7.5,8.9,14.8,13.5,0.17,124.27,0.15,0.07,1.95,0.41,6.54,3.62,2.25,0.6,0.88,0.71
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,33.1,15.8,18546,40.3,9.1,2.2,11,3.5,7.4,10.5,12.3,13.5,2.34,132.88,0.14,0.1,4.55,0.74,6.58,3.59,3.07,0.89,0.87,1.28
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,38.4,44.4,32111,13,22.1,2.3,11.1,,8,8,13.2,12,0.7,136.94,0.18,0.08,1.85,0.72,1.77,2.36,4.23,0.65,1.73,0.8
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,BRONX,Acute Care Hospitals,Government - Local,1,Northeast,Middle Atlantic,37.8,31.2,32147,13.5,28.2,,13.3,,8.4,9.9,17.3,13.2,0.49,139.6,0.17,0.14,2.66,0.89,5.28,3.56,3.83,1.06,1.31,0.97
330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,Acute Care Hospitals,Government - Local,1,Northeast,Middle Atlantic,37.8,5.4,27104,11.2,27.8,,12.5,,9.3,9,20.6,14,0.83,,0.18,0.06,2.28,,,2.97,,0.77,1.38,0.98
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,Acute Care Hospitals,Voluntary non-profit - Church,3,Northeast,Middle Atlantic,41.9,74.8,28950,17.1,20.8,,11.8,,7.8,12.6,16.5,,0.22,,0.18,0.07,2.34,,5.85,3.18,,0.79,0.96,0.94
330136,BASSETT HEALTHCARE,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,OTSEGO,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,53.5,86.6,34963,6.9,49.8,2.1,12,2.3,8.1,13.2,18,13.4,3.62,158.94,0.18,0.05,2.92,0.62,6.08,2.79,3.79,0.61,0.9,1.45
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,ONONDAGA,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,38.3,54.2,25561,27.1,25.5,2.7,12.6,1.7,9.4,12.6,14.7,14.4,0.19,143.63,0.18,0.13,3.57,0.7,8.53,3.22,6.95,0.62,2.56,1.08
330141,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,39.1,70.5,41071,8.7,29.4,2.6,12.2,,10.2,9.9,18.1,12.9,0.61,177.46,0.16,0.12,2.49,0.86,7.11,4.88,4.41,0.73,1.5,1.11
330144,IRA DAVENPORT MEMORIAL HOSPITAL,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,Acute Care Hospitals,Voluntary non-profit - Other,,Northeast,Middle Atlantic,49.9,91.8,25949,14.1,16.7,,,,,,,,0.6,,0.19,0.07,,,,,,,,
330151,ST JAMES MERCY HOSPITAL,7329 SENECA ROAD NORTH,HORNELL,NY,14843,STEUBEN,Acute Care Hospitals,Voluntary non-profit - Church,2,Northeast,Middle Atlantic,43.2,91.4,25354,13.7,17.2,,,,8.7,14.3,16.8,,0.41,,0.18,0.07,,,,,,,1.02,0.98
330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,35.1,58.2,25384,17.2,27.4,2.3,13.7,2.9,8.3,11.6,17.2,16.1,2.92,134.87,0.18,0.12,2.29,0.69,3.06,3.58,3.03,0.68,2.43,1.28
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,34.1,80.9,27028,18.5,21.9,1.7,12.5,,9.3,10.1,17,14.9,0.09,,0.17,0.06,2.61,0.85,5.77,3.45,3.4,0.76,1.63,0.88
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,ROCKLAND,Acute Care Hospitals,Voluntary non-profit - Church,3,Northeast,Middle Atlantic,43.9,73.4,46926,8.2,49.3,2.2,11.3,2.5,8.2,11.9,17.6,13.8,0.37,141.15,0.17,0.05,2.23,0.65,6.13,2.49,3.61,0.73,1.1,0.8
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,RICHMOND,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,40.5,59.2,37000,10.6,32.8,2.1,10.5,2.2,7.5,11.5,14,12.7,1.38,144.13,0.17,0.03,2.14,0.6,9.28,5.05,4.49,0.66,0.59,1.26
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,42.6,64.3,43301,6.7,58.8,3.1,14.7,,8.2,9.7,15.8,10.9,0.92,124.47,0.16,0.05,2.55,0.76,8.07,2.91,5.22,0.74,1.09,1.07
330163,EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION,521 EAST AVENUE,LOCKPORT,NY,14094,NIAGARA,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,41.5,84.9,34235,10.6,27.3,,12.1,,9.6,12.8,21.6,,3.28,,0.18,0.07,2.38,,,3.34,,,1.02,1.12
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,32.8,65.5,30149,20.2,52.9,2.5,,,8.5,12.1,14.8,11.4,0.46,146.48,0.17,0.12,2.04,1.18,6.02,2.88,7.83,0.73,0.8,1.09
330166,"WESTFIELD MEMORIAL HOSPITAL, INC",189 EAST MAIN STREET,WESTFIELD,NY,14787,CHAUTAUQUA,Acute Care Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,53.2,91.5,28578,13.8,30.5,,,,,,,,0.59,,0.19,0.07,,,,,,,,
330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,31.9,68,70548,8.9,81.2,2.8,11.4,,6.9,8.6,13.9,10.3,0.75,161.2,0.16,0.08,2.14,0.85,3.79,3.35,3.49,0.69,0.69,0.9
330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,32,90.5,25047,17.1,30,,,,6.1,10.5,13.8,,1.85,,0.21,0.07,2.6,,,3.67,,0.79,1,1.11
330180,"SAMARITAN HOSPITAL OF TROY, NEW YORK",2215 BURDETT AVENUE,TROY,NY,12180,RENSSELAER,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,34.2,69.6,30964,18.4,35.3,,13.1,,9.2,12.9,17,13.3,0.58,,0.17,0.06,2.52,0.85,10.99,3.39,4.15,0.71,0.86,1.07
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,41.8,53.7,35218,12.7,39.8,,12.5,,8.1,11.4,15.7,12.9,1.34,,0.17,0.06,2.27,,,3.78,,0.75,0.92,1.1
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,Acute Care Hospitals,Voluntary non-profit - Church,5,Northeast,Middle Atlantic,47.1,71.9,82839,3.1,75.5,1.9,11.4,1.6,6.8,9.5,14.2,8.8,0.37,126.67,0.14,0.02,2.36,0.27,2.72,4.28,3.78,0.58,0.8,0.71
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,#N/A,#N/A,#N/A,#N/A,#N/A,2.2,12.1,,8.6,10.3,18.7,12.3,1.85,,0.17,0.06,2.48,0.9,4.56,3.16,3.73,0.78,0.94,1.1
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,46.3,83.1,54818,4.4,60.9,3.4,13.1,,6.8,8.9,13.8,12.4,1.49,129.37,0.16,0.16,2.4,0.73,4.12,3.32,3.33,1.19,2.15,1.05
330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,Acute Care Hospitals,Voluntary non-profit - Church,3,Northeast,Middle Atlantic,50.5,91.3,32155,11.2,36.1,2.2,,,9.7,14.2,18.8,13.4,0.22,,0.18,0.07,2.34,0.91,5.62,3.16,3.99,0.78,1,0.93
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,WARREN,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,36.5,89.6,32214,14.7,29.6,2.2,14.2,,11.8,13.8,18.3,15.9,0.88,154.84,0.19,0.05,2.34,0.73,4.14,2.72,3.31,0.71,0.77,0.86
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,44.2,8.1,22465,21.7,21.6,,12.2,,8.9,12.8,17.1,13.1,7.1,139.75,0.24,0.06,2.26,0.91,5.49,3.32,4.74,0.77,0.93,2.08
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,26.6,60.5,21082,35.5,20.3,2.4,9.8,2.3,8.3,8.1,14,12,0.84,142.59,0.11,0.07,2.73,0.63,6.37,3.92,4.52,0.89,0.63,1.01
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,43.9,42.1,51311,3.3,52.9,2.2,10.8,,6.7,9,15.8,9.5,0.29,140.44,0.14,0.05,2.48,0.76,6,4.13,4.84,0.48,0.52,0.88
330196,NYC HEALTH + HOSPITALS/CONEY ISLAND,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,KINGS,Acute Care Hospitals,Government - Local,1,Northeast,Middle Atlantic,45.4,71,31361,16.9,47.9,,12.9,,6.6,7.4,17.2,12.3,3.36,168.49,0.22,0.05,2.2,,,4.27,,0.74,1.24,1.55
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,23.9,87.2,16544,17.2,37,2.2,12.1,,8.2,11.2,14.5,12.4,5.68,,0.21,0.15,2.3,0.84,4.52,3.85,4.48,0.77,0.95,1.52
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,45.1,79.8,51853,2.8,48.4,2.5,12.4,,7.6,9.9,16.2,14.9,0.53,193.8,0.21,0.04,2.22,1.11,11.06,3.46,4.4,0.91,1.33,1.1
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NEW YORK,Acute Care Hospitals,Government - Local,3,Northeast,Middle Atlantic,37.2,15.4,22014,31.1,32.5,,,,,10.7,,,0.23,,0.18,0.07,2.33,,5.24,3.72,,0.79,1.01,0.94
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,Acute Care Hospitals,Government - Local,1,Northeast,Middle Atlantic,40,3.8,31892,13.8,26.8,,,,,9.3,16.4,12.4,0.8,,0.18,0.06,2.25,0.89,12.58,2.97,4.59,0.77,0.94,1.12
330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,21.2,57.4,12359,38.5,51.9,2.2,11.4,,9.6,12.6,18.2,12.1,1.24,177.44,0.17,0.04,2.3,1.72,5.58,3.92,5.5,0.86,1.65,1.21
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,Acute Care Hospitals,Government - Local,1,Northeast,Middle Atlantic,32.4,62.2,82528,7.6,80.2,,12.1,,,10.4,17.1,11.4,0.06,142.21,0.17,0.13,3.39,0.81,3.42,5.02,3.29,1.05,0.85,0.89
330205,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,ORANGE,Acute Care Hospitals,Voluntary non-profit - Church,5,Northeast,Middle Atlantic,46.9,87.9,43416,5.1,46.8,2,12,,8.6,12.3,15.9,,0.23,,0.18,0.07,2.32,0.9,4.82,3.11,3.92,0.79,0.99,0.9
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,35.2,23.1,30864,19.2,28,2.4,11.9,,7.4,7.4,13.9,9.5,1.74,,0.2,0.13,2.36,0.88,7.3,3.02,3.71,0.76,1.3,1.17
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,ST. LAWRENCE,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,42.8,87.5,28378,20.1,19.1,,,,9,13.3,17.8,,0.25,,0.18,0.07,2.36,0.91,5.86,3.26,,0.79,1.01,0.95
330214,NYU  LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,5,Northeast,Middle Atlantic,32.4,62.2,82528,7.6,80.2,2.8,9.8,1.6,5.4,6.4,11.2,7,0.22,98.07,0.14,0.01,1.89,0.86,3.22,2.36,2.58,0.59,0.84,0.54
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,40.7,84,31142,13.9,22.1,,,,8.2,10.9,15,,6.82,,0.18,0.07,2.32,0.91,5.56,3.14,3.99,0.79,0.99,1.45
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,OSWEGO,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,36,89.7,24607,19.5,26,2.4,,,8.6,10.4,20,,0.2,,0.22,0.07,2.33,0.9,5.51,3.13,3.94,0.78,0.97,0.92
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,31.9,14.6,24570,29.5,19.6,2.3,,,7,10.8,17.3,12.5,3.95,165.41,0.2,0.05,2.64,1.17,9.36,4.6,2.95,0.71,1.24,1.65
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,31.3,22.3,30371,28.3,36.3,,11.6,,8.5,12,19.9,14,0.09,,0.24,0.06,2.66,0.9,5.8,3.44,3.96,0.79,0.94,0.93
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,44.7,87.7,43364,6.2,54.1,2.1,12,,6.4,11,15.2,15.8,1.03,151.72,0.22,0.05,2.53,0.82,11.24,3.37,3.24,0.71,1.12,1.11
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,Acute Care Hospitals,Government - Local,1,Northeast,Middle Atlantic,43.4,94.7,31988,17.1,23.6,,,,8.4,13,18.3,,0.35,,0.18,0.07,2.38,,,3.83,,,1.03,1.01
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,Acute Care Hospitals,Voluntary non-profit - Church,4,Northeast,Middle Atlantic,39.9,67.4,29951,17.9,27.8,2.2,,,,13.1,20.5,11.7,0.15,,0.18,0.07,2.3,0.89,4.84,3.04,4.58,0.78,0.96,0.91
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,46.8,81.2,35922,8.2,31.5,2.5,12.7,,8.1,10.5,16.8,14.8,0.06,141.5,0.2,0.05,2.27,0.83,2.71,3.37,3.18,1.02,0.84,0.75
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,43.8,64.5,22517,23.4,18,2,,,7.6,13.7,20,,0.36,,0.18,0.07,2.37,0.92,6.16,3.31,4.05,,1.04,0.97
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,Acute Care Hospitals,Government - Local,2,Northeast,Middle Atlantic,36.6,12.5,28467,13.7,36.7,,,,8.7,10.3,16.7,,1.14,,0.21,0.07,2.56,,,3.23,,0.79,0.98,1.05
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,38.6,3,19758,32.9,15.5,,13.5,,8.6,9,21.3,18,1.65,177.34,0.29,0.05,2.14,0.9,7.95,5.24,5.26,0.76,1.29,1.39
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,WESTCHESTER,Acute Care Hospitals,Government - Hospital District or Authority,1,Northeast,Middle Atlantic,35.7,62.7,39868,14.1,44.6,2.8,11.6,2.1,8.1,12.3,19.7,15.2,3.04,152.15,0.21,0.03,3.61,1.45,3.97,5.36,7.43,0.82,0.77,1.7
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,43.3,88.9,30562,13.7,24.6,2.3,11.9,,8,9.3,12.2,14.1,0.1,,0.18,0.06,2.3,0.91,5.54,2.94,3.97,0.78,0.95,0.88
330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,36.6,65.9,74592,6.7,76.4,2.9,11.9,,5.5,6.5,12.7,11.3,0.5,146.01,0.15,0.07,1.86,0.82,3.88,3.07,3.65,0.67,0.89,0.82
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,44.5,85,30271,11.5,15,2.1,,,9.8,12,17.2,,0.3,,0.18,0.07,2.59,0.91,5.83,3.23,4.01,0.79,1,0.95
330239,UPMC CHAUTAUQUA AT WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701,CHAUTAUQUA,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,40.1,86.2,24057,22.9,21.3,2.4,12.5,,8.2,14,14.9,14.5,0.15,,0.28,0.06,2.29,0.89,4.73,2.97,3.77,1.37,1.77,0.92
